cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2009F,0,0,16,16,0,0,0,0,0,14,8,10,0,0,0,0.013,1535.837902636559,0.007986998677425517,0.0,0.0,0,0.0,0.0,0.0,0.0,482632.6824200426,28,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008go,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0623,1535.837902636559,0.0010170909965211943,0.0,0.0,0,0.0,0.0,0.0,0.0,102174.57116765543,8,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008cf,0,0,13,13,0,0,0,0,0,10,1,0,0,0,0,0.046,1535.837902636559,0.002159097425036871,0.0,0.0,0,0.0,0.0,0.0,0.0,266656.40199437895,22,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006bd,0,0,8,8,0,0,0,0,0,4,7,0,0,0,0,0.0257,1433.745097363441,0.0017639020256137589,0.0,0.0,0,0.0,0.0,0.0,0.0,61778.4603794264,12,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007bm,0,0,7,10,0,0,0,0,0,14,16,0,0,0,0,0.0062,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,737279.1927230064,13,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006kf,0,0,20,19,0,0,0,0,0,18,27,0,0,0,0,0.0213,1433.745097363441,0.00575068476452536,0.0,0.0,0,0.0,0.0,0.0,0.0,412598.8929153966,35,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bt,0,0,14,14,0,0,0,0,0,1,1,0,0,0,0,0.0154,1531.893728749503,0.020672567947521318,-1.2327926805302134,0.3433384897927396,0,4.2917471205328184e-05,0.0016482986850210116,0.2967257430811021,0.06334984779169628,78028.9433219572,24,Covariance may not be accurate.
2006mr,0,0,27,30,0,0,0,0,0,18,17,0,0,0,0,0.0059,1433.745097363441,0.04817892561960169,0.0,0.0,0,0.0,0.0,0.0,0.0,313601.18448032177,53,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007le,0,0,25,25,0,0,0,0,0,32,33,0,0,0,0,0.0067,1433.7450000018175,0.008835797067480647,1.9099078074411446,0.651843649293099,0,0.0019844524611016823,0.002658786508088947,0.17159272938302816,0.20914709580483698,474115.05599607725,46,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2008hu,0,0,16,16,0,0,0,0,0,3,5,0,0,0,0,0.0497,1535.837902636559,0.0010726753191567934,0.0,0.0,0,0.0,0.0,0.0,0.0,140390.41670547833,28,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009J,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0158,1535.837902636559,0.000891325551995495,0.0,0.0,0,0.0,0.0,0.0,0.0,41763.644267691925,10,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007N,0,0,21,22,0,0,0,0,0,14,14,0,0,0,0,0.0129,1433.745097363441,0.005068901390610095,0.0,0.0,0,0.0,0.0,0.0,0.0,182826.28459109753,39,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ob,0,0,13,12,0,0,0,0,0,2,2,0,0,0,0,0.0592,1433.745097363441,0.0009429798297259762,0.0,0.0,0,0.0,0.0,0.0,0.0,47523.143297793984,21,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006bh,0,0,18,19,0,0,0,0,0,19,22,0,0,0,0,0.0109,1433.745097363441,0.031385486420362166,0.0,0.0,0,0.0,0.0,0.0,0.0,1166567.4595718891,33,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ba,0,0,13,12,0,0,0,0,0,6,11,0,0,0,0,0.0385,1433.745097363441,0.0024282883486197674,0.0,0.0,0,0.0,0.0,0.0,0.0,41314.979074239876,21,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008fp,0,0,28,29,0,0,0,0,0,42,41,0,0,0,0,0.0057,1535.837902636559,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,1578754.8829221423,53,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005na,0,0,27,27,0,0,0,0,0,9,5,0,0,0,0,0.0263,1433.745097363441,0.005872453007182016,0.0,0.0,0,0.0,0.0,0.0,0.0,514012.8600537944,50,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008R,0,0,12,13,0,0,0,0,0,9,14,0,0,0,0,0.0135,1493.5960322778344,0.011698124652898004,-2.2464200297498955,0.10793265820010411,0,0.4373785761489444,0.003327032897150007,0.16566582990358136,0.20226499503705733,39.90182063340549,21,Minimization exited successfully.
2005bg,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0.0231,1433.745097363441,0.007399616809400572,0.0,0.0,0,0.0,0.0,0.0,0.0,265958.87999263767,27,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ke,0,0,36,38,0,0,0,0,0,49,48,0,0,0,0,0.0049,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,1082417.9325189013,70,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007cg,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0332,1433.745097363441,0.0017472374965172817,0.0,0.0,0,0.0,0.0,0.0,0.0,61176.95125291674,10,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004gu,0,0,29,28,0,0,0,0,0,2,3,0,0,0,0,0.0459,1433.745097363441,0.002033889025874658,0.0,0.0,0,0.0,0.0,0.0,0.0,352259.90167005046,53,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007jd,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0726,1433.745097363441,0.0005141625677030498,0.0,0.0,0,0.0,0.0,0.0,0.0,7430.209808392023,10,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007hx,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0794,1433.745097363441,0.0004232536132436987,0.0,0.0,0,0.0,0.0,0.0,0.0,7928.194083616686,7,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ha,0,0,18,18,0,0,0,0,0,7,6,0,0,0,0,0.0046,1535.837902636559,0.0026431240866182093,0.0,0.0,0,0.0,0.0,0.0,0.0,172738.8140278456,32,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005hj,0,0,16,16,0,0,0,0,0,0,7,0,0,0,0,0.0574,1433.745097363441,0.0013466545738860247,0.0,0.0,0,0.0,0.0,0.0,0.0,82563.00329555362,28,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005hk,0,0,24,24,0,0,0,0,0,37,40,0,0,0,0,0.013,1433.745097363441,0.014899908880456792,0.0,0.0,0,0.0,0.0,0.0,0.0,1083822.560901761,44,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ir,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0763,1433.745097363441,0.0007068849990625654,0.0,0.0,0,0.0,0.0,0.0,0.0,13674.853668839902,9,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005bl,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0.0241,1433.745097363441,0.00238516191733113,0.0,0.0,0,0.0,0.0,0.0,0.0,48023.534259768465,19,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005M,0,0,56,55,0,0,0,0,0,20,21,0,0,0,0,0.022,1433.745097363441,0.0074333306408685025,0.0,0.0,0,0.0,0.0,0.0,0.0,1054395.6213457966,107,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bf,0,0,27,27,0,0,0,0,0,5,10,0,0,0,0,0.0235,1529.516191336936,0.03225770906009697,1.6388401549912048,-0.49994866251558556,0,0.00033267374919887516,0.0007802350164618707,0.1653098029656226,0.01436783408788131,94156.87487390517,50,Minimization exited successfully.
2006eq,0,0,15,14,0,0,0,0,0,3,11,0,0,0,0,0.0495,1433.745097363441,0.0009496659194032364,0.0,0.0,0,0.0,0.0,0.0,0.0,63174.47136209556,25,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009aa,0,0,22,22,0,0,0,0,0,32,5,31,0,0,0,0.0273,1535.837902636559,0.005206891267827108,0.0,0.0,0,0.0,0.0,0.0,0.0,630769.3800476533,40,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008hj,0,0,16,16,0,0,0,0,0,6,7,0,0,0,0,0.0379,1535.837902636559,0.003124542411719947,0.0,0.0,0,0.0,0.0,0.0,0.0,415851.17251222185,28,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ax,0,0,22,23,0,0,0,0,0,31,35,0,0,0,0,0.0167,1433.745097363441,0.014766930893090155,0.0,0.0,0,0.0,0.0,0.0,0.0,825509.7343399384,41,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009D,0,0,21,21,0,0,0,0,0,14,6,12,0,0,0,0.025,1535.837902636559,0.007710143364497022,0.0,0.0,0,0.0,0.0,0.0,0.0,1049664.279855044,38,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gl,0,0,22,22,0,0,0,0,0,8,15,0,0,0,0,0.034,1535.837902636559,0.003400328925887253,0.0,0.0,0,0.0,0.0,0.0,0.0,473215.94668145955,40,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008cd,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0.0074,1535.837902636559,0.0074767582476857886,0.0,0.0,0,0.0,0.0,0.0,0.0,23379.163878986747,5,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007A,0,0,8,10,0,0,0,0,0,3,10,0,0,0,0,0.0177,1433.745097363441,0.01145016247514192,0.0,0.0,0,0.0,0.0,0.0,0.0,306095.6362897331,14,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ar,0,0,18,18,0,0,0,0,0,7,7,0,0,0,0,0.0261,1535.3448564904938,0.0048660170347916785,-0.01669859172370103,0.05457369851244254,0,0.12706246339996596,0.0010663541815236542,0.05958382906710158,0.15717780823755276,10594.577501183841,32,Minimization exited successfully.
2006X,0,0,33,34,0,0,0,0,0,42,40,0,0,0,0,0.0052,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,1665342.878574329,63,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ej,0,0,5,6,0,0,0,0,0,2,5,0,0,0,0,0.0205,1433.745097363441,0.005457986282015959,0.0,0.0,0,0.0,0.0,0.0,0.0,89358.17685380511,7,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005eq,0,0,27,27,0,0,0,0,0,13,19,0,0,0,0,0.029,1433.745097363441,0.004842634437724417,0.0,0.0,0,0.0,0.0,0.0,0.0,465253.0749933224,50,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gg,0,0,26,26,0,0,0,0,0,14,12,0,0,0,0,0.032,1535.837902636559,0.004329486893973689,0.0,0.0,0,0.0,0.0,0.0,0.0,673855.5246012134,48,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004ey,0,0,32,32,0,0,0,0,0,14,14,0,0,0,0,0.0158,1433.745097363441,0.015952779294324877,0.0,0.0,0,0.0,0.0,0.0,0.0,1532646.3864731747,60,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2010ae,0,0,2,2,0,0,0,0,0,14,8,9,8,0,0,0.0037,1535.837902636559,0.003159721399964061,0.0,0.0,0,0.0,0.0,0.0,0.0,3130.474762423185,0,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ux,0,0,17,16,0,0,0,0,0,16,10,0,0,0,0,0.0309,1467.8866529336922,0.001839792321552336,-2.8586185011479115,0.08741091331509077,0,0.4533052925278298,0.0005792217459066537,0.17736850165613016,0.22863326269304543,1811.8615304957711,29,Minimization exited successfully.
2005W,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0.0089,1433.745097363441,0.04294891742417414,0.0,0.0,0,0.0,0.0,0.0,0.0,639246.3643852251,36,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007on,0,0,26,23,0,0,0,0,0,49,49,0,0,0,0,0.0065,1433.745000000058,0.02487154170154919,-1.8985947146406335,0.7503455546987354,0,0.0016547739664929395,0.007604953659380657,0.10252004433055784,0.21068639626477892,122004.42164139298,45,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2005ku,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0454,1433.745097363441,0.001697468501963395,0.0,0.0,0,0.0,0.0,0.0,0.0,30379.606889519055,10,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008fu,0,0,19,17,0,0,0,0,0,4,3,0,0,0,0,0.052,1535.837902636559,0.0010758855853564482,0.0,0.0,0,0.0,0.0,0.0,0.0,59229.00463653112,32,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007bd,0,0,12,12,0,0,0,0,0,9,10,0,0,0,0,0.0309,1433.745097363441,0.0038908428509499718,0.0,0.0,0,0.0,0.0,0.0,0.0,219831.26124969445,20,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006is,0,0,26,25,0,0,0,0,0,9,9,0,0,0,0,0.031,1433.745097363441,0.0050485860551951565,0.0,0.0,0,0.0,0.0,0.0,0.0,598733.7626860628,47,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bc,0,0,16,22,0,0,0,0,0,18,21,0,0,0,0,0.0151,1531.825034622355,0.016759893492278116,2.2672171229901643,0.15222109892552993,0,70.20416244924229,0.03303769241212159,7.396854821724917,1.0404691893356985,109738.37247119116,34,Covariance may not be accurate.
2007mm,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0.0664,1433.7450342402758,0.00030378790763237466,-0.8493861960650859,0.8579039533881692,0,100.27126991540774,0.0004647331884211639,2.135055976939875,1.4226632256344665,30448.789899877658,13,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2008C,0,0,20,18,0,0,0,0,0,12,14,0,0,0,0,0.0166,1470.7500616937095,0.004146299739811072,-1.1058383233979443,0.5311031221124991,0,2.1935625227342825e-06,0.0011536812581783933,0.13713692122266297,0.19241559615594966,10985.629780206342,34,Minimization exited successfully.
2004dt,0,0,45,43,0,0,0,0,0,0,0,0,0,0,0,0.0197,1433.745097363441,0.01214023041770191,0.0,0.0,0,0.0,0.0,0.0,0.0,1485625.1015576073,84,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006br,0,0,10,10,0,0,0,0,0,4,10,0,0,0,0,0.0246,1433.745097363441,0.0016642654258488682,0.0,0.0,0,0.0,0.0,0.0,0.0,60765.19262947221,16,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ag,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0797,1433.745097363441,0.0006399292618392672,0.0,0.0,0,0.0,0.0,0.0,0.0,39779.73863962508,32,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007sr,0,0,29,29,0,0,0,0,0,31,35,0,0,0,0,0.0055,1465.4950054860253,0.04992643679879767,0.5896614524703692,0.3585221231830752,0,2.6551822429610183e-07,0.0005001761153274609,0.03139689291764425,0.003922794606674718,328253.8082580385,54,Minimization exited successfully.
2009ad,0,0,12,12,0,0,0,0,0,17,0,17,0,0,0,0.0284,1535.837902636559,0.005036987835704465,0.0,0.0,0,0.0,0.0,0.0,0.0,457906.865506872,20,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006et,0,0,24,22,0,0,0,0,0,32,34,0,0,0,0,0.0226,1433.745097363441,0.008854698261935712,0.0,0.0,0,0.0,0.0,0.0,0.0,629784.0481591389,42,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009P,0,0,15,14,0,0,0,0,0,0,0,6,0,0,0,0.0251,1535.837902636559,0.004131635427769726,0.0,0.0,0,0.0,0.0,0.0,0.0,165878.67638717507,25,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004ef,0,0,47,47,0,0,0,0,0,5,6,0,0,0,0,0.031,1433.745097363441,0.0034268737587504153,0.0,0.0,0,0.0,0.0,0.0,0.0,1504655.5933825914,90,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006os,0,0,16,15,0,0,0,0,0,7,9,0,0,0,0,0.0328,1433.745097363441,0.002065212026796523,0.0,0.0,0,0.0,0.0,0.0,0.0,162162.38617399387,27,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bi,0,0,14,17,0,0,0,0,0,4,4,0,0,0,0,0.0134,1535.8379997904192,0.0025298207138623966,-2.616054785779613,0.6504695729175352,0,0.2490124972043759,0.0011901656691580388,0.17384830829712605,0.30424490266409376,942.7838975381737,27,Minimization exited successfully.
2009le,0,0,9,9,0,0,0,0,0,4,0,4,0,0,0,0.0178,1535.837902636559,0.01400367427941591,0.0,0.0,0,0.0,0.0,0.0,0.0,176263.16050860088,14,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005al,0,0,35,35,0,0,0,0,0,10,10,0,0,0,0,0.0124,1433.745097363441,0.016537801539027876,0.0,0.0,0,0.0,0.0,0.0,0.0,878241.3427370723,66,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005am,0,0,21,23,0,0,0,0,0,9,4,0,0,0,0,0.0079,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,1091941.801731994,40,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005iq,0,0,20,19,0,0,0,0,0,12,12,0,0,0,0,0.034,1433.745097363441,0.0033444209088779597,0.0,0.0,0,0.0,0.0,0.0,0.0,292244.77368809644,35,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bd,0,0,9,16,0,0,0,0,0,1,1,0,0,0,0,0.0301,1525.1156220091439,0.0005392517643762418,-2.5257879998943262,0.7440688360677779,0,0.00046101590999114705,0.00011791226144011873,0.19278866847739917,0.14829632909023804,429.1873722884285,21,Minimization exited successfully.
2007S,0,0,19,18,0,0,0,0,0,33,32,0,0,0,0,0.0139,1433.745097363441,0.015136079308437592,0.0,0.0,0,0.0,0.0,0.0,0.0,552843.045149677,33,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005bo,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0139,1433.745097363441,0.014217177796570116,0.0,0.0,0,0.0,0.0,0.0,0.0,146567.78932764876,14,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006bt,0,0,11,11,0,0,0,0,0,9,9,0,0,0,0,0.0322,1433.745097363441,0.003673502509086557,0.0,0.0,0,0.0,0.0,0.0,0.0,348969.4756370117,18,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
