cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2008bt,8,14,14,14,13,0,0,14,5,1,1,0,0,0,0,0.0154,1531.8933970871458,0.03531196525601533,-3.8198792282359118,0.384337722379138,0,1.7449205756747688e-05,0.001528805113391079,0.08681417349249765,0.030567435229046647,159030.55171936797,73,Minimization exited successfully.
2006mr,18,28,27,30,29,0,0,28,24,18,17,0,2,0,0,0.0059,1433.745097363441,0.04817892561960169,0.0,0.0,0,0.0,0.0,0.0,0.0,711839.6580377694,156,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007le,21,23,25,25,25,0,0,25,25,32,33,0,8,0,0,0.0067,1433.7450000000094,0.00486729754492169,4.999999999999979,0.9999999999870437,0,0.0037647447628614827,6.0191828546884985e-05,0.0019540402083171315,0.001479009464735892,1170785.8995123522,140,Minimization exited successfully.
2008hu,7,12,16,16,12,0,0,14,10,3,5,0,2,0,0,0.0497,1535.837902636559,0.0010726753191567934,0.0,0.0,0,0.0,0.0,0.0,0.0,296301.9587736911,73,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009J,3,7,7,7,6,0,0,7,4,0,0,0,0,0,0,0.0158,1535.837902636559,0.000891325551995495,0.0,0.0,0,0.0,0.0,0.0,0.0,80870.2676077643,33,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007N,3,20,21,22,20,0,0,22,20,14,14,0,9,0,0,0.0129,1433.745097363441,0.005068901390610095,0.0,0.0,0,0.0,0.0,0.0,0.0,377891.81130159704,104,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ob,2,8,13,12,5,0,0,10,7,2,2,0,2,0,0,0.0592,1433.745097363441,0.0011669789772166955,0.0,0.0,0,0.0,0.0,0.0,0.0,111692.62475928014,46,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006bh,17,18,18,19,19,0,0,19,20,19,22,0,4,0,0,0.0109,1433.745097363441,0.031385486420362166,0.0,0.0,0,0.0,0.0,0.0,0.0,2529506.6270549106,106,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ba,6,17,13,12,16,0,0,17,21,6,11,0,5,0,0,0.0385,1433.745097363441,0.0024282883486197674,0.0,0.0,0,0.0,0.0,0.0,0.0,238731.82215852936,77,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008fp,27,29,28,29,29,0,0,30,26,42,41,0,19,0,0,0.0057,1535.837902636559,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,3818283.3907601954,168,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005na,16,25,27,27,26,5,0,19,6,9,5,0,5,0,0,0.0263,1433.745097363441,0.007282924775157265,0.0,0.0,0,0.0,0.0,0.0,0.0,1335142.8319377806,141,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008R,10,11,12,13,10,0,0,12,15,9,14,0,1,0,0,0.0135,1494.4591492062818,0.010914420842477275,-2.2287092731608995,0.14301948361233285,0,0.08049921352721867,0.00019520911564183986,0.0492297959266732,0.019765835295200762,171.89994042051023,64,Minimization exited successfully.
2005bg,15,15,15,16,17,17,0,0,0,0,0,0,0,0,0,0.0231,1433.745097363441,0.007548345932704182,0.0,0.0,0,0.0,0.0,0.0,0.0,1163907.8693473823,91,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ke,33,38,36,38,38,21,0,15,39,49,48,0,12,0,0,0.0049,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,2419776.7990725525,215,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007cg,3,7,7,7,4,0,0,8,5,0,0,0,4,0,0,0.0332,1433.745097363441,0.0017472374965172817,0.0,0.0,0,0.0,0.0,0.0,0.0,116289.20999395446,32,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004gu,12,24,29,28,26,26,0,0,0,2,3,0,6,0,0,0.0459,1433.745097363441,0.002033889025874658,0.0,0.0,0,0.0,0.0,0.0,0.0,703467.2522745933,141,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007jd,2,11,13,14,10,0,0,10,4,0,3,0,3,0,0,0.0726,1433.745097363441,0.0005141625677030498,0.0,0.0,0,0.0,0.0,0.0,0.0,83058.88020325122,56,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007hx,2,10,11,11,9,0,0,9,10,0,0,0,3,0,0,0.0794,1433.745097363441,0.0004232536132436987,0.0,0.0,0,0.0,0.0,0.0,0.0,76792.21656780175,48,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ha,7,14,18,18,12,0,0,17,7,7,6,0,0,0,0,0.0046,1535.837902636559,0.0026431240866182093,0.0,0.0,0,0.0,0.0,0.0,0.0,304053.2835168941,82,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005hj,5,16,16,16,14,14,0,1,13,0,7,0,0,0,0,0.0574,1433.745097363441,0.0014832657237435322,0.0,0.0,0,0.0,0.0,0.0,0.0,264870.4937805686,78,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005hk,18,24,24,24,24,22,0,1,23,37,40,0,8,0,0,0.013,1433.745097363441,0.014899908880456792,0.0,0.0,0,0.0,0.0,0.0,0.0,2261854.031943584,133,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ir,8,10,10,13,12,12,0,0,0,0,0,0,0,0,0,0.0763,1433.745097363441,0.0007534725151456035,0.0,0.0,0,0.0,0.0,0.0,0.0,155750.0378272218,61,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005bl,7,11,11,12,11,12,0,0,0,0,0,0,0,0,0,0.0241,1433.745097363441,0.00238516191733113,0.0,0.0,0,0.0,0.0,0.0,0.0,187385.30639769323,60,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005M,38,59,56,55,55,57,0,0,0,20,21,0,20,0,0,0.022,1433.745097363441,0.007614198826880997,0.0,0.0,0,0.0,0.0,0.0,0.0,2798523.276764189,316,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bf,20,27,27,27,27,0,0,27,10,5,10,0,4,0,0,0.0235,1535.8379999999995,0.019498103243472144,4.999999999950841,-0.49999999996785355,0,0.01077749071623657,0.00022270312777320465,0.023296724742075448,0.009606521727252293,269661.58654026635,151,Minimization exited successfully.
2006eq,2,10,15,14,12,0,0,12,14,3,11,0,5,0,0,0.0495,1433.745097363441,0.0009496659194032364,0.0,0.0,0,0.0,0.0,0.0,0.0,106814.98470495899,61,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009aa,16,22,22,22,22,0,0,22,32,32,5,31,6,0,0,0.0273,1535.837902636559,0.005206891267827108,0.0,0.0,0,0.0,0.0,0.0,0.0,1667963.271753231,122,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008hj,14,16,16,16,16,0,0,16,18,6,7,0,2,0,0,0.0379,1535.837902636559,0.003124542411719947,0.0,0.0,0,0.0,0.0,0.0,0.0,1189920.9727711354,90,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ax,18,22,22,23,25,0,0,25,29,31,35,0,6,0,0,0.0167,1433.745097363441,0.015465358576301755,0.0,0.0,0,0.0,0.0,0.0,0.0,2228776.0176919345,131,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009D,20,21,21,21,21,0,0,21,13,14,6,12,6,0,0,0.025,1535.837902636559,0.0077572566503897105,0.0,0.0,0,0.0,0.0,0.0,0.0,2722569.443834006,121,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gl,16,22,22,22,19,0,0,22,20,8,15,0,0,0,0,0.034,1535.837902636559,0.003400328925887253,0.0,0.0,0,0.0,0.0,0.0,0.0,1214944.752041418,119,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008cd,0,5,4,5,4,0,0,5,0,0,0,0,0,0,0,0.0074,1535.837902636559,0.0074767582476857886,0.0,0.0,0,0.0,0.0,0.0,0.0,39358.46835275869,19,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007A,5,6,8,10,8,0,0,8,18,3,10,0,0,0,0,0.0177,1433.745097363441,0.01145016247514192,0.0,0.0,0,0.0,0.0,0.0,0.0,666906.188888665,41,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ar,8,18,18,18,18,0,0,18,16,7,7,0,4,0,0,0.0261,1535.3333680839146,0.0049270101611622544,-0.16078231647620012,0.05410483865202842,0,0.04132466280418612,8.69827451224158e-05,0.035960223916901235,0.017828220518907423,21899.90704310687,94,Minimization exited successfully.
2006X,19,34,33,34,35,0,0,36,23,42,40,0,16,0,0,0.0052,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,3838345.403458311,187,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ej,5,13,5,6,12,0,0,13,3,2,5,0,0,0,0,0.0205,1433.745097363441,0.007930256428886756,0.0,0.0,0,0.0,0.0,0.0,0.0,375365.3582243631,50,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005eq,19,27,27,27,27,26,0,0,25,13,19,0,1,0,0,0.029,1433.745097363441,0.004842634437724417,0.0,0.0,0,0.0,0.0,0.0,0.0,1277442.0736098709,149,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gg,18,26,26,26,26,0,0,26,20,14,12,0,4,0,0,0.032,1535.837902636559,0.004329486893973689,0.0,0.0,0,0.0,0.0,0.0,0.0,1603979.6056744172,144,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004ey,25,26,32,32,30,30,0,0,0,14,14,0,10,0,0,0.0158,1433.745097363441,0.015952779294324877,0.0,0.0,0,0.0,0.0,0.0,0.0,4030537.141341369,171,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2010ae,0,2,2,2,1,0,0,2,9,14,8,9,8,0,0,0.0037,1535.837902636559,0.003159721399964061,0.0,0.0,0,0.0,0.0,0.0,0.0,4192.87213392571,5,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ux,7,17,17,16,17,0,0,22,15,16,10,0,14,0,0,0.0309,1465.400146105383,0.0017609803074080223,-2.02107155581757,0.1550404627668147,0,0.1691047244390802,3.350668283760708e-05,0.05200838249628914,0.019252449317260445,6298.70686295331,92,Minimization exited successfully.
2005W,16,20,21,19,20,21,0,0,0,0,0,0,0,0,0,0.0089,1433.745097363441,0.04294891742417414,0.0,0.0,0,0.0,0.0,0.0,0.0,1516564.3367641706,113,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007on,33,17,26,23,31,0,0,23,38,49,49,0,19,0,0,0.0065,1433.7450000020006,0.03884399218447531,4.45386301881412,0.057546673622662525,0,0.000464471250893439,0.0007090730074022361,0.1505175497235829,0.021032609487954324,413449.54351740493,149,Minimization exited successfully.
2005ku,3,6,7,7,5,6,0,0,3,0,0,0,0,0,0,0.0454,1433.745097363441,0.001697468501963395,0.0,0.0,0,0.0,0.0,0.0,0.0,87623.56768940663,30,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008fu,3,14,19,17,8,0,0,20,10,4,3,0,5,0,0,0.052,1535.837902636559,0.0011267174369914673,0.0,0.0,0,0.0,0.0,0.0,0.0,134492.44641338853,77,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007bd,8,12,12,12,12,0,0,12,20,9,10,0,3,0,0,0.0309,1433.745097363441,0.003939010461147807,0.0,0.0,0,0.0,0.0,0.0,0.0,620470.7459119927,64,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006is,13,27,26,25,28,0,0,28,5,9,9,0,6,0,0,0.031,1433.745097363441,0.0056882455482752505,0.0,0.0,0,0.0,0.0,0.0,0.0,1521287.5929317544,143,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bc,29,22,16,22,30,0,0,23,14,18,21,0,10,0,0,0.0151,1535.8379998348948,0.012966579545445202,4.9999999837752345,0.07843853165861381,0,0.0027937793435057756,0.00024579999961371005,0.003392065347508577,0.019799443682896267,268007.44855927955,138,Minimization exited successfully.
2007mm,0,8,9,8,6,0,0,8,0,0,0,0,0,0,0,0.0664,1433.7714902117061,0.00024403966005900614,-0.41763863115948396,0.8826751831045427,0,83.7756689656602,0.0001745519429818751,1.4704685243880056,1.0743034853285294,60271.51706602497,35,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2008C,6,16,20,18,11,0,0,15,3,12,14,0,6,0,0,0.0166,1467.9294744698216,0.00696383436047488,-0.7139498182139885,0.23469781706683557,0,0.16981786522535458,0.0001346339622639776,0.07164197155774144,0.018960251953909657,20358.981280400745,82,Minimization exited successfully.
2004dt,43,46,45,43,46,46,0,0,0,0,0,0,0,0,0,0.0197,1433.745097363441,0.01214023041770191,0.0,0.0,0,0.0,0.0,0.0,0.0,3587022.2296272186,265,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006br,0,8,10,10,7,0,0,8,7,4,10,0,0,0,0,0.0246,1433.745097363441,0.0016642654258488682,0.0,0.0,0,0.0,0.0,0.0,0.0,91670.13218679294,39,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ag,0,41,44,36,35,43,0,0,0,0,4,0,5,0,0,0.0797,1433.745097363441,0.0006652824136123226,0.0,0.0,0,0.0,0.0,0.0,0.0,512990.0651738951,195,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007sr,15,29,29,29,29,0,0,30,23,31,35,0,9,0,0,0.0055,1451.4084873130555,0.04999999998729426,-0.2022417500307343,0.8140935502991142,0,0.10091016189392121,8.251246632402787e-06,0.031037515580104813,0.011016684712329305,1106511.4687059438,157,Minimization exited successfully.
2009ad,12,12,12,12,12,0,0,12,22,17,0,17,0,0,0,0.0284,1535.837902636559,0.005083244033398083,0.0,0.0,0,0.0,0.0,0.0,0.0,1278284.6559820583,68,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006et,17,24,24,22,21,0,0,23,35,32,34,0,4,0,0,0.0226,1433.745097363441,0.008854698261935712,0.0,0.0,0,0.0,0.0,0.0,0.0,1500376.2780951182,127,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009P,10,14,15,14,15,0,0,14,11,0,0,6,0,0,0,0.0251,1535.837902636559,0.004131635427769726,0.0,0.0,0,0.0,0.0,0.0,0.0,398227.57764733024,78,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004ef,34,47,47,47,42,44,0,0,0,5,6,0,6,0,0,0.031,1433.745097363441,0.0034268737587504153,0.0,0.0,0,0.0,0.0,0.0,0.0,3977976.513665107,257,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006os,4,13,16,15,9,0,0,14,15,7,9,0,4,0,0,0.0328,1433.745097363441,0.002065212026796523,0.0,0.0,0,0.0,0.0,0.0,0.0,305658.6859492932,67,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bi,4,10,14,17,7,0,0,14,5,4,4,0,4,0,0,0.0134,1535.8379999967692,0.004546962086164993,-2.6205325606795817,0.2483004519519636,0,0.022938759771477635,0.00021202220678727965,0.10242310239270602,0.032951730893110986,1548.066863574712,62,Minimization exited successfully.
2009le,9,9,9,9,9,0,0,9,4,4,0,4,0,0,0,0.0178,1535.837902636559,0.01400367427941591,0.0,0.0,0,0.0,0.0,0.0,0.0,790544.0657540627,50,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005al,35,35,35,35,35,35,0,0,0,10,10,0,8,0,0,0.0124,1433.745097363441,0.016537801539027876,0.0,0.0,0,0.0,0.0,0.0,0.0,2449158.0917937676,206,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005am,37,34,21,23,35,31,0,0,0,9,4,0,9,0,0,0.0079,1433.745097363441,0.049999952316299334,0.0,0.0,0,0.0,0.0,0.0,0.0,3283497.2692511966,177,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005iq,14,20,20,19,18,18,0,0,21,12,12,0,0,0,0,0.034,1433.745097363441,0.0034330636829631223,0.0,0.0,0,0.0,0.0,0.0,0.0,879247.1233928666,105,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008bd,0,10,9,16,11,0,0,10,6,1,1,0,2,0,0,0.0301,1529.075877535202,0.0007518200577892238,-1.5606028239061045,0.3470403849486545,0,1.3285677027852216e-05,0.000516822445687648,6.710613254404009,1.1070182702763687,390.1887917852406,52,Covariance may not be accurate.
2007S,12,18,19,18,18,0,0,17,20,33,32,0,5,0,0,0.0139,1433.745097363441,0.015136079308437592,0.0,0.0,0,0.0,0.0,0.0,0.0,1209339.0245761233,98,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005bo,8,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0.0139,1433.745097363441,0.014217177796570116,0.0,0.0,0,0.0,0.0,0.0,0.0,429143.79278825514,50,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006bt,9,11,11,11,8,0,0,11,9,9,9,0,0,0,0,0.0322,1433.745097363441,0.003673502509086557,0.0,0.0,0,0.0,0.0,0.0,0.0,722411.8563098748,57,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008fl,20,23,23,23,23,0,0,23,13,15,16,0,7,0,0,0.0199,1535.837902636559,0.006988209421181385,0.0,0.0,0,0.0,0.0,0.0,0.0,2087183.7990385818,131,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
