cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2005hc,10,23,0,0,23,23,0,0,26,0,0,0,0,0,0,0.0459,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005hj,5,16,0,0,14,14,0,1,13,0,0,0,0,0,0,0.0574,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005hk,18,24,0,0,24,22,0,1,23,0,0,0,8,0,0,0.013,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005iq,14,20,0,0,18,18,0,0,21,0,0,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ir,8,10,0,0,12,12,0,0,0,0,0,0,0,0,0,0.0763,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005kc,9,13,0,0,13,13,0,0,18,0,0,0,0,0,0,0.0151,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ke,33,38,0,0,38,21,0,15,39,0,0,0,12,0,0,0.0049,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ki,30,47,0,0,44,17,0,25,18,0,0,0,3,0,0,0.0192,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ku,3,6,0,0,5,6,0,0,3,0,0,0,0,0,0,0.0454,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005lu,6,10,0,0,17,8,0,8,5,0,0,0,0,0,0,0.032,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005mc,5,17,0,0,15,7,0,8,0,0,0,0,0,0,0,0.0252,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005na,16,25,0,0,26,5,0,19,6,0,0,0,5,0,0,0.0263,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006D,32,38,0,0,39,0,0,38,20,0,0,0,8,0,0,0.0085,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006X,19,34,0,0,35,0,0,36,23,0,0,0,16,0,0,0.0052,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ax,18,22,0,0,25,0,0,25,29,0,0,0,6,0,0,0.0167,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bd,0,8,0,0,5,0,0,8,4,0,0,0,0,0,0,0.0257,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bh,17,18,0,0,19,0,0,19,20,0,0,0,4,0,0,0.0109,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006br,0,8,0,0,7,0,0,8,7,0,0,0,0,0,0,0.0246,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bt,9,11,0,0,8,0,0,11,9,0,0,0,0,0,0,0.0322,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006dd,25,39,0,0,38,0,0,39,1,0,0,0,0,0,0,0.0059,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ef,6,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0.0179,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ej,5,13,0,0,12,0,0,13,3,0,0,0,0,0,0,0.0205,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006eq,2,10,0,0,12,0,0,12,14,0,0,0,5,0,0,0.0495,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006et,17,24,0,0,21,0,0,23,35,0,0,0,4,0,0,0.0226,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ev,0,10,0,0,9,0,0,10,16,0,0,0,8,0,0,0.0287,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006fw,2,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0.0835,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006gj,4,19,0,0,12,0,0,17,14,0,0,0,5,0,0,0.0284,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006gt,4,12,0,0,11,0,0,12,9,0,0,0,8,0,0,0.0448,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006hb,9,26,0,0,28,0,0,26,20,0,0,0,0,0,0,0.0153,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006hx,4,10,0,0,8,0,0,9,0,0,0,0,7,0,0,0.0455,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006is,13,27,0,0,28,0,0,28,5,0,0,0,6,0,0,0.031,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006kf,9,16,0,0,17,0,0,20,24,0,0,0,10,0,0,0.0213,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006lu,6,26,0,0,21,0,0,27,2,0,0,0,3,0,0,0.0534,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006mr,18,28,0,0,29,0,0,28,24,0,0,0,2,0,0,0.0059,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ob,2,8,0,0,5,0,0,10,7,0,0,0,2,0,0,0.0592,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006os,4,13,0,0,9,0,0,14,15,0,0,0,4,0,0,0.0328,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ot,5,11,0,0,13,0,0,14,23,0,0,0,4,0,0,0.0531,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006py,3,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0.0579,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007A,5,6,0,0,8,0,0,8,18,0,0,0,0,0,0,0.0177,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007N,3,20,0,0,20,0,0,22,20,0,0,0,9,0,0,0.0129,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007S,12,18,0,0,18,0,0,17,20,0,0,0,5,0,0,0.0139,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007af,24,24,0,0,27,0,0,27,40,0,0,0,12,0,0,0.0055,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ai,6,15,0,0,15,0,0,16,6,0,0,0,4,0,0,0.0317,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007al,4,15,0,0,14,0,0,15,14,0,0,0,6,0,0,0.0122,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007as,9,19,0,0,18,0,0,19,18,0,0,0,4,0,0,0.0176,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ax,5,11,0,0,12,0,0,12,13,0,0,0,2,0,0,0.0069,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ba,6,17,0,0,16,0,0,17,21,0,0,0,5,0,0,0.0385,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bc,7,15,0,0,11,0,0,14,11,0,0,0,4,0,0,0.0208,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bd,8,12,0,0,12,0,0,12,20,0,0,0,3,0,0,0.0309,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bm,7,8,0,0,10,0,0,10,3,0,0,0,0,0,0,0.0062,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ca,8,12,0,0,12,0,0,12,12,0,0,0,8,0,0,0.0141,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007cg,3,7,0,0,4,0,0,8,5,0,0,0,4,0,0,0.0332,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007hj,13,27,0,0,26,0,0,27,34,0,0,0,14,0,0,0.0141,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007hx,2,10,0,0,9,0,0,9,0,0,0,0,3,0,0,0.0794,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007if,4,15,0,0,15,0,0,17,0,0,0,0,10,0,0,0.0742,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jd,2,11,0,0,10,0,0,10,0,0,0,0,3,0,0,0.0726,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jg,7,15,0,0,17,0,0,18,8,0,0,0,7,0,0,0.0371,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jh,0,9,0,0,7,0,0,9,1,0,0,0,0,0,0,0.0408,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007le,21,23,0,0,25,0,0,25,25,0,0,0,8,0,0,0.0067,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007mm,0,8,0,0,6,0,0,8,0,0,0,0,0,0,0,0.0664,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007nq,6,23,0,0,21,0,0,25,27,0,0,0,10,0,0,0.045,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ol,3,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0.0559,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007on,33,17,0,0,31,0,0,23,38,0,0,0,19,0,0,0.0065,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007so,4,8,0,0,7,0,0,8,8,0,0,0,5,0,0,0.0297,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007sr,15,29,0,0,29,0,0,30,23,0,0,0,9,0,0,0.0055,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007st,12,13,0,0,11,0,0,8,18,0,0,0,6,0,0,0.0212,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ux,7,17,0,0,17,0,0,22,15,0,0,0,14,0,0,0.0309,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008C,6,16,0,0,11,0,0,15,3,0,0,0,6,0,0,0.0166,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008J,8,10,0,0,10,0,0,10,10,0,0,0,0,0,0,0.0159,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008O,6,10,0,0,16,0,0,18,16,0,0,0,4,0,0,0.0389,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008R,10,11,0,0,10,0,0,12,15,0,0,0,1,0,0,0.0135,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ae,2,2,0,0,8,0,0,18,17,0,0,0,8,0,0,0.03,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ar,8,18,0,0,18,0,0,18,16,0,0,0,4,0,0,0.0261,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bc,29,22,0,0,30,0,0,23,14,0,0,0,10,0,0,0.0151,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bd,0,10,0,0,11,0,0,10,6,0,0,0,2,0,0,0.0301,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bf,20,27,0,0,27,0,0,27,10,0,0,0,4,0,0,0.0235,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bi,4,10,0,0,7,0,0,14,5,0,0,0,4,0,0,0.0134,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bq,15,17,0,0,16,0,0,16,8,0,0,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bt,8,14,0,0,13,0,0,14,5,0,0,0,0,0,0,0.0154,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bz,7,14,0,0,12,0,0,11,0,0,0,0,0,0,0,0.0603,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cc,21,19,0,0,20,0,0,21,17,0,0,0,2,0,0,0.0104,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cd,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0.0074,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cf,6,13,0,0,13,0,0,13,9,0,0,0,5,0,0,0.046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ff,17,23,0,0,23,0,0,23,23,0,0,0,14,0,0,0.0193,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fl,20,23,0,0,23,0,0,23,13,0,0,0,7,0,0,0.0199,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fp,27,29,0,0,29,0,0,30,26,0,0,0,19,0,0,0.0057,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fr,8,19,0,0,20,0,0,21,23,0,0,0,8,0,0,0.0397,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fu,3,14,0,0,8,0,0,20,10,0,0,0,5,0,0,0.052,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fw,21,24,0,0,23,0,0,24,10,0,0,0,2,0,0,0.0085,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gg,18,26,0,0,26,0,0,26,20,0,0,0,4,0,0,0.032,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gl,16,22,0,0,19,0,0,22,20,0,0,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008go,6,6,0,0,6,0,0,6,7,0,0,0,0,0,0,0.0623,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gp,14,17,0,0,21,0,0,21,20,0,0,0,0,0,0,0.0334,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ha,7,14,0,0,12,0,0,17,7,0,0,0,0,0,0,0.0046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hj,14,16,0,0,16,0,0,16,18,0,0,0,2,0,0,0.0379,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hu,7,12,0,0,12,0,0,14,10,0,0,0,2,0,0,0.0497,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hv,21,24,0,0,24,0,0,24,31,0,0,0,4,0,0,0.0126,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ia,15,11,0,0,16,0,0,15,19,0,0,0,10,0,0,0.0219,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009D,20,21,0,0,21,0,0,21,13,0,0,0,6,0,0,0.025,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009F,9,13,0,0,17,0,0,18,10,0,0,0,8,0,0,0.013,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009I,3,5,0,0,5,0,0,5,10,0,0,0,0,0,0,0.0262,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009J,3,7,0,0,6,0,0,7,4,0,0,0,0,0,0,0.0158,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009P,10,14,0,0,15,0,0,14,11,0,0,0,0,0,0,0.0251,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009Y,29,27,0,0,30,0,0,30,29,0,0,0,6,0,0,0.0094,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009aa,16,22,0,0,22,0,0,22,32,0,0,0,6,0,0,0.0273,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ab,10,10,0,0,10,0,0,10,14,0,0,0,0,0,0,0.0112,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ad,12,12,0,0,12,0,0,12,22,0,0,0,0,0,0,0.0284,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ag,18,18,0,0,18,0,0,18,32,0,0,0,4,0,0,0.0086,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009al,12,14,0,0,14,0,0,15,14,0,0,0,0,0,0,0.0221,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009cz,8,8,0,0,8,0,0,8,9,0,0,0,2,0,0,0.0211,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009dc,10,10,0,0,10,0,0,10,15,0,0,0,4,0,0,0.0214,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ds,9,9,0,0,9,0,0,9,11,0,0,0,1,0,0,0.0193,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009le,9,9,0,0,9,0,0,9,4,0,0,0,0,0,0,0.0178,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2010ae,0,2,0,0,1,0,0,2,9,0,0,0,0,0,0,0.0037,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
