cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2005ag,0,41,44,36,35,43,0,0,0,0,4,0,5,0,0,0.0797,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005al,35,35,35,35,35,35,0,0,0,10,10,0,8,0,0,0.0124,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005am,37,34,21,23,35,31,0,0,0,9,4,0,9,0,0,0.0079,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005be,7,12,12,11,13,13,0,0,0,0,0,0,0,0,0,0.035,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005bg,15,15,15,16,17,17,0,0,0,0,0,0,0,0,0,0.0231,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005bl,7,11,11,12,11,12,0,0,0,0,0,0,0,0,0,0.0241,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005bo,8,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0.0139,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005el,24,22,22,24,24,23,0,0,38,24,31,0,4,0,0,0.0149,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005eq,19,27,27,27,27,26,0,0,25,13,19,0,1,0,0,0.029,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005gj,13,23,23,23,23,12,0,10,24,25,34,0,17,0,0,0.0616,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005hc,10,23,23,22,23,23,0,0,26,3,10,0,0,0,0,0.0459,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005hj,5,16,16,16,14,14,0,1,13,0,7,0,0,0,0,0.0574,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005hk,18,24,24,24,24,22,0,1,23,37,40,0,8,0,0,0.013,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005iq,14,20,20,19,18,18,0,0,21,12,12,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ir,8,10,10,13,12,12,0,0,0,0,0,0,0,0,0,0.0763,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005kc,9,13,12,13,13,13,0,0,18,16,18,0,0,0,0,0.0151,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ke,33,38,36,38,38,21,0,15,39,49,48,0,12,0,0,0.0049,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ki,30,47,45,43,44,17,0,25,18,17,21,0,3,0,0,0.0192,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005ku,3,6,7,7,5,6,0,0,3,0,0,0,0,0,0,0.0454,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005lu,6,10,17,17,17,8,0,8,5,0,0,0,0,0,0,0.032,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005mc,5,17,17,14,15,7,0,8,0,0,0,0,0,0,0,0.0252,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2005na,16,25,27,27,26,5,0,19,6,9,5,0,5,0,0,0.0263,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006D,32,38,38,41,39,0,0,38,20,21,23,0,8,0,0,0.0085,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006X,19,34,33,34,35,0,0,36,23,42,40,0,16,0,0,0.0052,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ax,18,22,22,23,25,0,0,25,29,31,35,0,6,0,0,0.0167,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bd,0,8,8,8,5,0,0,8,4,4,7,0,0,0,0,0.0257,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bh,17,18,18,19,19,0,0,19,20,19,22,0,4,0,0,0.0109,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006br,0,8,10,10,7,0,0,8,7,4,10,0,0,0,0,0.0246,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006bt,9,11,11,11,8,0,0,11,9,9,9,0,0,0,0,0.0322,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006dd,25,39,38,37,38,0,0,39,1,0,0,0,0,0,0,0.0059,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ef,6,10,10,10,10,0,0,10,0,0,0,0,0,0,0,0.0179,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ej,5,13,5,6,12,0,0,13,3,2,5,0,0,0,0,0.0205,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006eq,2,10,15,14,12,0,0,12,14,3,11,0,5,0,0,0.0495,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006et,17,24,24,22,21,0,0,23,35,32,34,0,4,0,0,0.0226,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ev,0,10,10,10,9,0,0,10,16,20,23,0,8,0,0,0.0287,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006fw,2,6,6,6,5,0,0,6,0,0,0,0,0,0,0,0.0835,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006gj,4,19,19,16,12,0,0,17,14,7,9,0,5,0,0,0.0284,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006gt,4,12,13,12,11,0,0,12,9,2,10,0,8,0,0,0.0448,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006hb,9,26,27,27,28,0,0,26,20,12,15,0,0,0,0,0.0153,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006hx,4,10,10,8,8,0,0,9,0,8,6,0,7,0,0,0.0455,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006is,13,27,26,25,28,0,0,28,5,9,9,0,6,0,0,0.031,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006kf,9,16,20,19,17,0,0,20,24,18,27,0,10,0,0,0.0213,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006lu,6,26,26,17,21,0,0,27,2,0,0,0,3,0,0,0.0534,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006mr,18,28,27,30,29,0,0,28,24,18,17,0,2,0,0,0.0059,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ob,2,8,13,12,5,0,0,10,7,2,2,0,2,0,0,0.0592,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006os,4,13,16,15,9,0,0,14,15,7,9,0,4,0,0,0.0328,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006ot,5,11,17,16,13,0,0,14,23,4,11,0,4,0,0,0.0531,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2006py,3,6,7,7,6,0,0,6,0,0,0,0,0,0,0,0.0579,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007A,5,6,8,10,8,0,0,8,18,3,10,0,0,0,0,0.0177,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007N,3,20,21,22,20,0,0,22,20,14,14,0,9,0,0,0.0129,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007S,12,18,19,18,18,0,0,17,20,33,32,0,5,0,0,0.0139,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007af,24,24,27,28,27,0,0,27,40,48,50,0,12,0,0,0.0055,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ai,6,15,17,16,15,0,0,16,6,6,10,0,4,0,0,0.0317,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007al,4,15,16,14,14,0,0,15,14,10,12,0,6,0,0,0.0122,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007as,9,19,19,19,18,0,0,19,18,13,15,0,4,0,0,0.0176,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ax,5,11,12,12,12,0,0,12,13,7,11,0,2,0,0,0.0069,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ba,6,17,13,12,16,0,0,17,21,6,11,0,5,0,0,0.0385,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bc,7,15,15,15,11,0,0,14,11,8,11,0,4,0,0,0.0208,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bd,8,12,12,12,12,0,0,12,20,9,10,0,3,0,0,0.0309,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007bm,7,8,7,10,10,0,0,10,3,14,16,0,0,0,0,0.0062,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ca,8,12,12,12,12,0,0,12,12,14,15,0,8,0,0,0.0141,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007cg,3,7,7,7,4,0,0,8,5,0,0,0,4,0,0,0.0332,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007hj,13,27,28,28,26,0,0,27,34,36,33,0,14,0,0,0.0141,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007hx,2,10,11,11,9,0,0,9,10,0,0,0,3,0,0,0.0794,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007if,4,15,16,15,15,0,0,17,6,4,12,0,10,0,0,0.0742,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jd,2,11,13,14,10,0,0,10,4,0,3,0,3,0,0,0.0726,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jg,7,15,13,19,17,0,0,18,8,1,8,0,7,0,0,0.0371,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007jh,0,9,10,8,7,0,0,9,1,1,0,0,0,0,0,0.0408,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007le,21,23,25,25,25,0,0,25,25,32,33,0,8,0,0,0.0067,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007mm,0,8,9,8,6,0,0,8,0,0,0,0,0,0,0,0.0664,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007nq,6,23,25,25,21,0,0,25,27,3,9,0,10,0,0,0.045,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ol,3,7,7,0,7,0,0,7,0,0,0,0,0,0,0,0.0559,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007on,33,17,26,23,31,0,0,23,38,49,49,0,19,0,0,0.0065,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007so,4,8,8,8,7,0,0,8,8,6,4,0,5,0,0,0.0297,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007sr,15,29,29,29,29,0,0,30,23,31,35,0,9,0,0,0.0055,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007st,12,13,13,13,11,0,0,8,18,10,14,0,6,0,0,0.0212,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2007ux,7,17,17,16,17,0,0,22,15,16,10,0,14,0,0,0.0309,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008C,6,16,20,18,11,0,0,15,3,12,14,0,6,0,0,0.0166,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008J,8,10,10,9,10,0,0,10,10,3,11,0,0,0,0,0.0159,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008O,6,10,14,9,16,0,0,18,16,5,5,0,4,0,0,0.0389,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008R,10,11,12,13,10,0,0,12,15,9,14,0,1,0,0,0.0135,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ae,2,2,5,5,8,0,0,18,17,16,20,0,8,0,0,0.03,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ar,8,18,18,18,18,0,0,18,16,7,7,0,4,0,0,0.0261,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bc,29,22,16,22,30,0,0,23,14,18,21,0,10,0,0,0.0151,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bd,0,10,9,16,11,0,0,10,6,1,1,0,2,0,0,0.0301,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bf,20,27,27,27,27,0,0,27,10,5,10,0,4,0,0,0.0235,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bi,4,10,14,17,7,0,0,14,5,4,4,0,4,0,0,0.0134,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bq,15,17,16,16,16,0,0,16,8,3,7,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bt,8,14,14,14,13,0,0,14,5,1,1,0,0,0,0,0.0154,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008bz,7,14,14,12,12,0,0,11,0,0,0,0,0,0,0,0.0603,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cc,21,19,21,21,20,0,0,21,17,13,12,0,2,0,0,0.0104,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cd,0,5,4,5,4,0,0,5,0,0,0,0,0,0,0,0.0074,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008cf,6,13,13,13,13,0,0,13,9,10,1,0,5,0,0,0.046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ff,17,23,24,23,23,0,0,23,23,31,29,0,14,0,0,0.0193,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fl,20,23,23,23,23,0,0,23,13,15,16,0,7,0,0,0.0199,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fp,27,29,28,29,29,0,0,30,26,42,41,0,19,0,0,0.0057,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fr,8,19,19,18,20,0,0,21,23,8,6,0,8,0,0,0.0397,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fu,3,14,19,17,8,0,0,20,10,4,3,0,5,0,0,0.052,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008fw,21,24,23,22,23,0,0,24,10,6,7,0,2,0,0,0.0085,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gg,18,26,26,26,26,0,0,26,20,14,12,0,4,0,0,0.032,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gl,16,22,22,22,19,0,0,22,20,8,15,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008go,6,6,6,6,6,0,0,6,7,0,0,0,0,0,0,0.0623,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008gp,14,17,20,20,21,0,0,21,20,17,19,0,0,0,0,0.0334,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ha,7,14,18,18,12,0,0,17,7,7,6,0,0,0,0,0.0046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hj,14,16,16,16,16,0,0,16,18,6,7,0,2,0,0,0.0379,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hu,7,12,16,16,12,0,0,14,10,3,5,0,2,0,0,0.0497,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008hv,21,24,24,24,24,0,0,24,31,23,18,8,4,0,0,0.0126,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2008ia,15,11,15,14,16,0,0,15,19,28,18,5,10,0,0,0.0219,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009D,20,21,21,21,21,0,0,21,13,14,6,12,6,0,0,0.025,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009F,9,13,16,16,17,0,0,18,10,14,8,10,8,0,0,0.013,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009I,3,5,5,5,5,0,0,5,10,7,0,10,0,0,0,0.0262,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009J,3,7,7,7,6,0,0,7,4,0,0,0,0,0,0,0.0158,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009P,10,14,15,14,15,0,0,14,11,0,0,6,0,0,0,0.0251,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009Y,29,27,28,31,30,0,0,30,29,26,6,22,6,0,0,0.0094,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009aa,16,22,22,22,22,0,0,22,32,32,5,31,6,0,0,0.0273,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ab,10,10,10,10,10,0,0,10,14,14,0,14,0,0,0,0.0112,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ad,12,12,12,12,12,0,0,12,22,17,0,17,0,0,0,0.0284,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ag,18,18,18,18,18,0,0,18,32,31,3,30,4,0,0,0.0086,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009al,12,14,14,14,14,0,0,15,14,12,2,12,0,0,0,0.0221,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009cz,8,8,8,8,8,0,0,8,9,12,2,10,2,0,0,0.0211,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009dc,10,10,10,9,10,0,0,10,15,19,4,15,4,0,0,0.0214,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009ds,9,9,9,9,9,0,0,9,11,12,2,12,1,0,0,0.0193,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2009le,9,9,9,9,9,0,0,9,4,4,0,4,0,0,0,0.0178,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
2010ae,0,2,2,2,1,0,0,2,9,14,8,9,8,0,0,0.0037,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
