cid,class,num_points_sdssu,num_points_sdssg,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
779,zSNIa,22,23,0,0.238121,53613.51660538106,1.8471947697041635e-09,nan,0.7656219357486407,6.81410219301095e-11,300.8931154616347,66,Minimization exited successfully.
782,Unknown,21,23,0,0.13216,53607.87290142991,3.3493533104816804e-09,nan,0.21878954843850806,1.1855538207805086e-10,157.04517114973288,42,Minimization exited successfully.
792,Unknown,22,22,0,0.043516,53609.03052535024,1.1191580541263914e-09,nan,0.4476769480097573,1.154461897206614e-10,73.48215973661542,42,Minimization exited successfully.
799,zSNII,21,22,0,0.147804,53600.85289093228,1.2959904392824033e-09,nan,0.6049547565671674,6.026945434403039e-11,301.9638075730923,63,Minimization exited successfully.
818,Unknown,23,23,0,0.2381,53600.89398743005,1.020743272116242e-09,nan,1.1205201694538118,6.512980986579688e-11,63.78325537891914,68,Minimization exited successfully.
822,zSNIa,21,23,0,0.237556,53605.405062387865,1.6651320442111544e-09,nan,0.38338659779401496,5.685909945211607e-11,192.808914975477,65,Minimization exited successfully.
830,Unknown,0,23,0,0.387223,53659.32979091495,1.8231158604408111e-09,nan,0.29051035928569036,3.844948102930202e-11,3004.434697566376,44,Minimization exited successfully.
841,zSNIa,0,22,0,0.2991,53606.84958071354,1.3913317660703141e-09,nan,0.3487480060321104,5.4993820398675164e-11,165.52962169994424,42,Minimization exited successfully.
859,zSNIa,0,21,0,0.278296,53607.46289917843,1.6317424746997109e-09,nan,0.44309272013560985,4.911127813716027e-11,200.08547415178293,41,Minimization exited successfully.
863,zSNII,20,20,0,0.094283,53607.405715559944,1.1520203777551223e-09,nan,0.9884525836096145,9.021174905014329e-11,50.90816273425169,38,Minimization exited successfully.
875,Unknown,22,22,0,0.105389,53608.139304514196,1.0714346433754737e-09,nan,0.5224759873890434,9.732511007637126e-11,123.44243266572016,42,Minimization exited successfully.
879,Unknown,0,21,0,0.453133,53633.67057986796,2.688684486090728e-09,nan,0.17267221842485014,5.0490687439423506e-11,9202.007011300564,60,Minimization exited successfully.
893,zSNIa,21,21,0,0.110133,53591.48452387571,6.177418597557829e-09,nan,0.5642149058658106,3.937026254653477e-10,161.86159449201847,40,Minimization exited successfully.
895,Unknown,0,20,0,0.268221,53602.518179105056,8.560569024900294e-10,nan,0.974416340879543,7.081798507845477e-11,56.17898652535959,38,Minimization exited successfully.
896,Unknown,0,20,0,0.425016,53628.09536643914,9.917755045240202e-10,nan,0.44940690387011273,4.4314886971922295e-11,1797.9931178970235,58,Minimization exited successfully.
904,zSNIa,0,21,0,0.385316,53585.212646335065,3.3764013630018855e-09,nan,0.8702056438414729,2.6768966700023795e-10,217.841377521897,40,Minimization exited successfully.
907,Unknown,0,23,0,0.106444,53605.46986102318,4.2997704688071226e-09,nan,0.3310338228220644,1.2459750833612393e-10,420.83932229655306,21,Minimization exited successfully.
910,Unknown,20,21,0,0.149071,53603.1501302949,2.3898266653423884e-09,nan,0.39214721997996094,6.585104209652377e-11,301.09724104480046,60,Minimization exited successfully.
911,zSNIa,23,23,0,0.207264,53606.67088558087,1.425685696760439e-09,nan,0.43114059149229433,5.962097057403473e-11,91.07634043926306,67,Minimization exited successfully.
921,zSNII,44,48,0,0.126349,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
930,zSNII,0,36,0,0.290116,53644.75925206082,1.9539389283430426e-09,nan,0.2443280388652056,4.329137368105432e-11,3494.8587234508605,70,Minimization exited successfully.
932,zSNIa,0,23,0,0.391335,53522.7277993196,9.14195003360747e-09,nan,6.186687110486673,1.0071709237650738e-09,137.08149271902352,67,Minimization exited successfully.
938,Unknown,0,0,0,0.761991,53654.63470447286,4.118733060584178e-10,nan,1.49163246763419,3.6084514772245876e-11,308.7637124324059,69,Minimization exited successfully.
979,Unknown,0,22,0,0.292702,53605.125618193786,8.473179921472276e-10,nan,1.050159196540335,5.7648883838295475e-11,42.15990989140148,42,Minimization exited successfully.
983,zSNII,20,21,0,0.06855,53593.05604303341,3.3813035622648847e-09,nan,1.3979208187083714,5.732491388324871e-10,85.27400245927997,39,Minimization exited successfully.
986,zSNIa,0,21,0,0.280578,53603.76669816415,1.0094661693721274e-09,nan,0.7230197303069872,5.416028105594561e-11,58.940585239136055,40,Minimization exited successfully.
1000,Unknown,22,22,0,0.12943,53602.11134252602,3.800995189355121e-09,nan,0.4400357695412822,1.1211334970693487e-10,70.63632694564521,42,Minimization exited successfully.
1008,zSNIa,22,23,0,0.226191,53606.223409651124,2.601801747230121e-09,nan,0.3672937426563294,6.504769407401437e-11,430.6680414847434,66,Minimization exited successfully.
1027,zSNII,22,23,0,0.186294,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1031,Unknown,45,47,0,0.115536,53602.032520839326,1.11122932756002e-09,nan,1.0976040350178664,1.0142244702692874e-10,121.53420539992642,90,Minimization exited successfully.
1032,SNIa,22,22,0,0.129755,53610.8658393021,4.0048555015085355e-09,nan,0.18037144903792068,9.861246602311675e-11,62.35543899807939,42,Minimization exited successfully.
1041,Unknown,22,23,0,0.065807,53606.31593621701,2.5021025329063638e-09,nan,0.3712037191653508,1.079153959045262e-10,118.03941913115976,43,Minimization exited successfully.
1112,SNIa,0,20,0,0.257608,53613.19982233763,1.276309972765334e-09,nan,0.35192873884443543,5.209398209895789e-11,94.06817890866984,38,Minimization exited successfully.
1113,zSNII,20,20,0,0.056915,53589.35657193212,3.864957251608317e-08,nan,0.40636473163976916,8.650403172489915e-10,405.0857497816736,38,Minimization exited successfully.
1114,SNII,18,19,0,0.026478,53615.396002007525,5.9150318046806365e-08,nan,0.03709545281890314,2.8416040353459105e-10,32079.885759460354,35,Minimization exited successfully.
1119,SNIa,0,18,0,0.297805,53611.3858197673,1.1716115380258647e-09,nan,0.5871601437575009,4.893976963143769e-11,86.4511332221285,34,Minimization exited successfully.
1126,Unknown,18,18,0,0.115166,53601.386763766845,2.966705865012699e-09,nan,0.9545310188586882,4.002857487229827e-10,31.7398151226875,34,Minimization exited successfully.
1127,Unknown,17,18,0,0.077374,53629.63689874089,4.041333882261876e-09,nan,0.30864568209290155,2.3718044992964295e-10,237.05653283479626,33,Minimization exited successfully.
1131,zSNII,19,19,0,0.17379,53613.12040189424,6.387217090244822e-10,nan,0.7639888201374561,4.8415375729618903e-11,119.86585838097714,55,Minimization exited successfully.
1150,zSNII,0,19,0,0.458071,53659.15153294113,4.1585350627866656e-10,nan,1.166288522494142,3.928114449945383e-11,259.21929730609736,55,Minimization exited successfully.
1151,Unknown,0,16,0,0.36284,53607.57808892726,1.12576817092998e-09,nan,1.0084400908017415,6.580548871123326e-11,68.126999073999,30,Minimization exited successfully.
1153,Unknown,0,16,0,0.339869,53612.30000473041,9.826461232459146e-10,nan,0.5491721068574407,6.973678924958955e-11,77.14948073112438,30,Minimization exited successfully.
1158,zSNIa,0,16,0,0.411625,53608.83689376221,6.452740638137619e-10,nan,1.267866496466013,4.581858828525489e-11,44.99698115354164,46,Minimization exited successfully.
1166,SNIa,0,17,0,0.382077,53612.91062634993,1.1177272939789883e-09,nan,0.5061505055309681,6.307985646976198e-11,71.40252737011052,32,Minimization exited successfully.
1170,Unknown,0,17,0,0.329974,53611.85922368142,7.278131499483843e-10,nan,0.8619256518868497,6.263910388845596e-11,43.76467361887194,32,Minimization exited successfully.
1172,Unknown,15,16,0,-5.7e-05,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1176,zSNII,0,0,0,0.707338,53659.56523342011,8.774279340634157e-10,nan,1.310077944151999,7.535665122892704e-11,355.8726342015782,49,Minimization exited successfully.
1181,Unknown,0,18,0,0.60403,53635.81487439623,1.0353915876795112e-09,nan,0.8159141725882364,5.6538941379655657e-11,1131.0632024663762,52,Minimization exited successfully.
1184,zSNII,0,17,0,0.55031,53630.4992277702,1.174703141237241e-09,nan,0.5338988710755075,7.4488499511068e-11,949.7242851935148,49,Minimization exited successfully.
1196,zSNII,0,19,0,0.370508,53628.285837359064,4.178265788111e-09,nan,0.19717420342567493,1.3520419021905868e-10,1588.212429931296,36,Minimization exited successfully.
1198,zSNII,18,18,0,0.119688,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1209,Unknown,24,24,0,0.242036,53609.52482143659,1.691560126980805e-09,nan,0.6013749793382885,4.3799619509325457e-11,167.79491973549364,70,Minimization exited successfully.
1214,zSNIa,0,24,0,0.264749,53609.48321637489,9.260288610616736e-10,nan,0.7191828927316237,4.483394359657139e-11,176.05720031715333,46,Minimization exited successfully.
1223,Unknown,0,0,0,1.2785,53660.92079558359,4.121030800231587e-09,nan,0.6313022846443346,3.3269287520485376e-10,203.47621396496203,21,Minimization exited successfully.
1241,SNIa,20,20,0,0.08979,53618.852130606145,1.250778549683745e-08,nan,0.05767044638923835,1.4036786700597645e-10,459.6640639232178,38,Minimization exited successfully.
1243,Unknown,19,19,0,0.198426,53608.65134890134,9.626402143704818e-10,nan,1.3781002357536636,6.239360128358002e-11,83.09463311827353,55,Minimization exited successfully.
1248,Unknown,0,0,0,0.783445,53651.84505981854,8.797460771056223e-10,nan,0.7421194240159821,4.5505051552872534e-11,591.2754851595996,52,Minimization exited successfully.
1251,zSNII,22,23,0,0.179133,53656.98350989221,4.828996143608973e-10,nan,1.1285940976958955,3.2695918853308964e-11,332.0041594238895,66,Minimization exited successfully.
1253,SNIa,0,18,0,0.263071,53615.66341899507,1.484119611518585e-09,nan,0.2719078364316374,5.1460317632411126e-11,174.71380326899413,34,Minimization exited successfully.
1277,Unknown,18,19,0,0.144733,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1281,Unknown,0,18,0,0.290829,53615.367251581156,2.6372820131944237e-09,nan,0.21339017588979914,6.09355586075999e-11,2741.566389484464,35,Minimization exited successfully.
1293,Unknown,0,0,0,0.98224,53612.34344037267,1.4666201564372288e-09,nan,0.7722360672014474,1.0373319441029807e-10,600.4567752710745,58,Minimization exited successfully.
1298,Unknown,39,39,0,0.22649,53607.20836937321,1.1215429602348734e-09,nan,0.8863743988404167,4.774618619263031e-11,310.10598927096663,115,Minimization exited successfully.
1311,Unknown,0,20,0,0.261826,53603.853691441465,5.550666291681597e-10,nan,1.5315101107516966,7.759910454846885e-11,71.73742479647797,38,Minimization exited successfully.
1316,SNIa,20,20,0,0.217109,53610.696620886716,1.7724037399136065e-09,nan,0.50318405735743,4.726476924936593e-11,206.9082658821008,58,Minimization exited successfully.
1329,Unknown,20,20,0,0.089122,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1351,Unknown,18,18,0,0.175943,53604.449944381246,1.6480951684534267e-09,nan,1.0355004735174589,1.0098300476308162e-10,65.29151235185006,52,Minimization exited successfully.
1354,zSNIa,0,19,0,0.249436,53609.223030091016,8.153541408303501e-10,nan,1.589888260110456,5.297851311166824e-11,44.35449290618198,36,Minimization exited successfully.
1364,zSNII,17,17,0,0.218694,53613.149724084025,1.6346576450196368e-09,nan,0.29524196500278777,5.544441098991392e-11,287.3538656227041,49,Minimization exited successfully.
1371,SNIa,20,21,0,0.119343,53616.79891713423,1.7742105346341507e-08,nan,0.05786074093339266,1.411621170437235e-10,1562.9974626676064,39,Minimization exited successfully.
1372,zSNII,17,17,0,0.068916,53565.58171824696,2.758623480176975e-08,nan,7.825466217065696,4.328521739508967e-09,117.12003260637411,32,Minimization exited successfully.
1378,zSNIa,19,19,0,0.125837,53611.90364763266,1.0307661377473418e-09,nan,1.5141303270866047,7.606635982161989e-11,62.86899191840982,36,Minimization exited successfully.
1385,zSNIa,0,17,0,0.336879,53592.262405021815,2.8650110255070073e-09,nan,1.084042529164435,2.911827939585687e-10,106.85596176979018,32,Minimization exited successfully.
1395,zSNIa,19,19,0,0.186404,53610.221470237215,2.5061782875938687e-09,nan,0.37915583727590274,6.32288216619964e-11,178.0624255044916,54,Minimization exited successfully.
1396,Unknown,0,19,0,0.273094,53587.46893313957,5.884727783933357e-09,nan,3.4566373086418025,9.617886455706321e-10,83.50071261320564,36,Minimization exited successfully.
1400,Unknown,0,17,0,0.278644,53606.6693821052,7.20830962498061e-10,nan,2.271955777272524,7.400233800142927e-11,35.6773852464124,32,Minimization exited successfully.
1403,zSNIa,0,19,0,0.361378,53610.801568713665,9.231600549816687e-10,nan,0.9020180794868793,6.598021457376212e-11,42.62032748522101,36,Minimization exited successfully.
1415,zSNIa,17,17,0,0.211864,53614.52428572338,2.190834493553076e-09,nan,0.25054253927373793,6.14053197767307e-11,168.9274781899176,49,Minimization exited successfully.
1427,Unknown,0,17,0,0.340249,53589.93136835704,2.7289382538337863e-09,nan,2.4470620792235422,3.6495361919075666e-10,53.80597725406035,32,Minimization exited successfully.
1450,Unknown,0,24,0,0.400542,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1452,Unknown,0,24,0,0.325205,53629.8558251788,9.54755948014776e-10,nan,0.7837920217352803,6.829357847979973e-11,410.58320163405256,46,Minimization exited successfully.
1456,zSNII,24,24,0,0.199155,53613.3263531051,6.953950992096855e-10,nan,0.5904254446722916,4.1887575190788755e-11,114.89308533784732,70,Minimization exited successfully.
1457,zSNIa,0,24,0,0.360187,53607.95553373432,6.979035288508059e-10,nan,1.7201366230947315,4.8879011316213365e-11,44.549683151923546,46,Minimization exited successfully.
1461,zSNIa,0,39,0,0.341186,53612.52426016343,9.900783777226706e-10,nan,0.4049831788506708,3.948952922066616e-11,136.0754159580306,76,Minimization exited successfully.
1464,zSNIa,0,20,0,0.290028,53608.1406653534,1.0037319454933798e-09,nan,1.4859775663098844,5.502543840897708e-11,41.10140722737722,38,Minimization exited successfully.
1469,Unknown,20,20,0,0.087772,53647.79696454325,1.0840809019227978e-09,nan,0.37455634641082725,7.660798607855627e-11,281.30905273757514,38,Minimization exited successfully.
1470,zSNII,40,41,0,0.087735,53618.26362278834,1.2426125703840422e-09,nan,0.35355607527526445,4.991487858608143e-11,516.6415560519243,79,Minimization exited successfully.
1472,SNII,25,24,0,0.013607,53641.20027139265,5.953725948935208e-08,nan,0.015555958747427212,2.1743786874407924e-10,46144.72600776848,47,Minimization exited successfully.
1478,zSNIa,21,21,0,0.201959,53609.48960753251,1.6347738140499124e-09,nan,0.5330736207033624,4.810639882783848e-11,149.09196655389877,61,Minimization exited successfully.
1495,Unknown,24,24,0,0.204987,53605.031869514525,6.863575259535016e-10,nan,2.337107354145701,7.336015819588672e-11,74.49373294582617,70,Minimization exited successfully.
1504,zSNIa,0,47,0,0.317369,53612.15018857689,1.0265563324362632e-09,nan,0.3938415773300221,3.630897912655341e-11,282.0320313721127,92,Minimization exited successfully.
1511,Unknown,24,24,0,0.186578,53593.157486006945,1.8697142757708813e-09,nan,3.409750679813442,3.6098812923412904e-10,59.44157105584583,70,Minimization exited successfully.
1514,Unknown,23,24,0,0.041954,53615.770724632486,1.0069102853887394e-08,nan,0.07359967890806729,8.626931058893206e-11,3734.3105107451356,45,Minimization exited successfully.
1525,Unknown,20,25,0,0.1072,53615.58711132499,7.377436953818302e-09,nan,0.09159294451819733,8.163363329659338e-11,2035.5671121777473,43,Minimization exited successfully.
1533,Unknown,18,18,0,0.144474,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1535,zSNII,25,26,0,0.235327,53613.51502130161,2.4240248325547236e-09,nan,0.1495855649773148,4.589072837238569e-11,1313.8668377837025,75,Minimization exited successfully.
1545,Unknown,0,16,0,0.098871,53609.36523045211,4.261315726959138e-09,nan,0.46311746785067953,1.3214632954884188e-10,72.38311092449294,14,Minimization exited successfully.
1546,Unknown,21,23,0,0.036905,53661.069171495394,1.3063048548857996e-09,nan,0.427060797210288,4.7129832603783657e-11,1967.0247409430053,42,Minimization exited successfully.
1555,Unknown,26,26,0,0.023544,53616.27356475214,6.657145002316809e-09,nan,0.09330558354849927,8.971559241617857e-11,3890.6404502836194,50,Minimization exited successfully.
1576,zSNIa,0,24,0,0.476722,53610.69562404724,4.949644373943007e-10,nan,0.8403753058737493,3.7387907245008564e-11,107.92980840548108,70,Minimization exited successfully.
1577,zSNII,0,24,0,0.549966,53635.210435092566,1.1363493792445695e-09,nan,0.463246440369403,5.89228553471057e-11,1085.2308483734,70,Minimization exited successfully.
1580,SNIa,23,24,0,0.184,53615.92757852408,3.615880375808362e-09,nan,0.16378829444511211,5.390822345080678e-11,993.5475824514116,69,Minimization exited successfully.
1583,Unknown,0,25,0,0.3176,53610.32946257119,8.638451617834222e-10,nan,1.022202974814718,5.4625104288200744e-11,95.00333015214451,48,Minimization exited successfully.
1588,Unknown,42,44,0,0.150504,53602.8519592924,2.0214629337858698e-09,nan,0.44531836486567045,5.6923511347046146e-11,256.65850755573103,130,Minimization exited successfully.
1595,zSNIa,21,21,0,0.2136,53614.50102723447,2.9371569089214267e-09,nan,0.1493091805750737,5.705256360211555e-11,576.0506630774044,61,Minimization exited successfully.
1601,Unknown,0,20,0,0.329327,53596.83279252354,1.322767074041565e-09,nan,1.0299671317516186,1.774526534636401e-10,74.41626266980025,39,Minimization exited successfully.
1609,zSNII,0,23,0,0.425523,53615.0172308606,1.0961338930454263e-09,nan,0.5298813723602507,3.8312997586903404e-11,852.6161147279104,67,Minimization exited successfully.
1627,Unknown,0,21,0,0.338934,53611.92234171217,6.488288844754681e-10,nan,1.2671454551746137,5.5802468881321025e-11,135.69550328412538,40,Minimization exited successfully.
1631,zSNII,21,21,0,0.14415,53614.508839815615,1.2286848622553148e-09,nan,0.4780630499808467,8.250105936764122e-11,98.93805920848051,40,Minimization exited successfully.
1632,zSNII,21,21,0,0.057524,53616.07971443058,3.758355480320565e-09,nan,0.1451316135826346,8.867044580047396e-11,285.4964660491887,40,Minimization exited successfully.
1650,zSNIa,0,20,0,0.304341,53606.269702165206,6.55530914605357e-10,nan,0.9628637827627244,4.607010604433878e-11,34.83290905674528,38,Minimization exited successfully.
1658,zSNIa,0,20,0,0.277296,53618.24832421319,1.319495192093223e-09,nan,0.529257488931762,5.2662135471545204e-11,192.545160397731,38,Minimization exited successfully.
1662,zSNII,8,11,0,0.206768,53613.113693175685,8.178983953007239e-10,nan,0.7656652044206567,6.35171581458696e-11,73.8412389327234,28,Minimization exited successfully.
1668,Unknown,20,21,0,0.215426,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1686,SNIa?,38,38,0,0.1364,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1688,SNIa,0,21,0,0.359161,53612.658258835974,8.98667617823191e-10,nan,0.6372224261067458,5.435770147558736e-11,57.25015008873472,40,Minimization exited successfully.
1709,Unknown,21,21,0,0.145351,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1740,zSNIa,21,21,0,0.167636,53617.21554727786,3.3363184377426704e-09,nan,0.165619779159897,5.058535437841223e-11,1011.8446928428858,61,Minimization exited successfully.
1741,zSNII,19,21,0,0.20496,53609.8883942535,8.637403367605558e-10,nan,1.3184477559188963,4.9724988109860624e-11,96.68385242699632,59,Minimization exited successfully.
1742,zSNII,18,20,0,0.111638,53604.03753077501,1.0295196139101412e-09,nan,0.9641692650257028,1.0565401291780367e-10,90.60518717986783,36,Minimization exited successfully.
1748,zSNIa,0,20,0,0.339527,53612.58375797121,7.472046835300226e-10,nan,0.7689069908374222,5.473422770743151e-11,40.540584242452724,39,Minimization exited successfully.
1749,Unknown,19,20,0,0.076236,53608.269173034474,1.701752686589088e-09,nan,0.46492416560067795,9.936126960311876e-11,113.40865292704952,37,Minimization exited successfully.
1750,zSNIa,0,20,0,0.25997,53613.32831809415,9.042948082699342e-10,nan,0.5374130492054974,4.740969148207104e-11,72.46925337823373,38,Minimization exited successfully.
1770,Unknown,21,21,0,0.105337,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1773,zSNII,21,21,0,0.120184,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1775,zSNIa,0,21,0,0.303881,53614.0847322128,1.0630745958839145e-09,nan,0.4737258897002903,5.5118319028507395e-11,131.42146213370745,40,Minimization exited successfully.
1776,Unknown,0,22,0,0.507319,53607.98492333198,7.248803783783694e-10,nan,1.4364525951568794,4.314191689419874e-11,247.5434114450707,64,Minimization exited successfully.
1794,SNIa,21,21,0,0.14191,53613.82539826887,5.7066355219627254e-09,nan,0.14247918578257668,8.957597112568393e-11,114.53577940809444,40,Minimization exited successfully.
1808,Unknown,18,21,0,-0.000612,53608.69813844381,5.706972261913644e-10,nan,0.8945537123909162,5.908737187327554e-11,125.45630439487323,37,Minimization exited successfully.
1821,zSNII,22,22,0,0.096105,53614.15845609442,1.543247876419164e-09,nan,0.37362001673682244,7.150512322783778e-11,89.70668894537752,42,Minimization exited successfully.
1825,zSNIa,19,20,0,0.156311,53612.05758803011,7.043991308987654e-10,nan,0.7401907500570815,4.241537809862676e-11,69.12251073920761,57,Minimization exited successfully.
1826,Unknown,0,20,0,0.435618,53624.77255173519,6.139501352447682e-10,nan,0.7146270501652907,4.4503815779451e-11,407.20495030728307,58,Minimization exited successfully.
1832,zSNII,0,36,0,0.450293,53471.401405694785,2.903886893316115e-08,nan,3.3969289502674656,7.63213425637842e-10,1096.4595039130031,106,Minimization exited successfully.
1835,zSNIa,0,22,0,0.2716,53610.70204012103,1.4406663053448583e-09,nan,0.5276325703016482,5.3473253141664e-11,135.01395876616618,42,Minimization exited successfully.
1902,Unknown,18,19,0,0.216732,53609.479525751456,1.3959206068513663e-09,nan,0.6171094225428533,4.577689666224802e-11,80.12183018391322,54,Minimization exited successfully.
1903,zSNII,40,42,0,0.090148,53618.01347663263,3.3383276058876392e-09,nan,0.10062536983605241,6.193742829320886e-11,904.3532750635604,80,Minimization exited successfully.
1906,Unknown,17,17,0,0.20023,53607.927092026526,1.0496102476042907e-09,nan,0.953085403656587,4.7484888100924886e-11,49.8422590550884,49,Minimization exited successfully.
1924,Unknown,0,0,0,1.19458,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1941,Unknown,18,17,0,0.230926,53610.32966551275,7.586544445367425e-10,nan,0.9139263256074628,4.7150371181800386e-11,83.16785409843659,51,Minimization exited successfully.
1958,zSNIbc,0,19,0,0.3698,53609.83078149096,6.046339603479335e-10,nan,1.232122554873058,5.68823743904194e-11,23.63948863281425,36,Minimization exited successfully.
1978,zSNIa,0,20,0,0.298028,53611.972413585354,8.491680048923336e-10,nan,0.7250313358126732,5.1919527981560243e-11,44.1446161991429,38,Minimization exited successfully.
1979,zSNIa,0,19,0,0.286893,53611.804359299065,9.971854792234456e-10,nan,0.5720253516810772,4.8784938354378837e-11,59.92933568219827,37,Minimization exited successfully.
1981,zSNII,20,20,0,0.056828,53657.42298581599,5.747954842196377e-10,nan,0.9327238554869837,4.775758091814493e-11,199.20552985294603,38,Minimization exited successfully.
1985,zSNII,21,22,0,0.201287,53612.03022481792,5.664937228276996e-10,nan,0.8561402641316818,4.195066067681498e-11,66.06281719697947,61,Minimization exited successfully.
1991,zSNIa,0,21,0,0.315484,53612.39708880806,1.2129707807344828e-09,nan,0.38939238409875543,5.143697095922176e-11,63.85452201264605,40,Minimization exited successfully.
2000,SNIb,19,19,0,0.023181,53615.776888063694,1.9263639717090242e-08,nan,0.04343470573803643,1.1453907143975324e-10,2513.134196254478,36,Minimization exited successfully.
2002,Unknown,19,19,0,0.051571,53612.74005121356,5.382344977822191e-10,nan,1.7772853278947878,7.396595937415625e-11,85.06021500156083,36,Minimization exited successfully.
2017,SNIa,0,19,0,0.263088,53615.628439153406,1.53676377425121e-09,nan,0.27626322523792624,5.484333977765952e-11,163.98922930390646,36,Minimization exited successfully.
2030,SNIa,17,18,0,0.2336,53609.693860636515,1.4873306201354998e-09,nan,0.47143201423750725,4.4361661340495604e-11,145.21962783257624,51,Minimization exited successfully.
2031,SNIa,18,18,0,0.153,53618.6771370502,5.916147965924145e-09,nan,0.09185817944671726,5.518596702266396e-11,2014.6995354166115,52,Minimization exited successfully.
